Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR22983474,2023-01-05 07:43:16,2023-01-05 07:39:39,73363862,22145175062,73363862,301,6925,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR022/22983/SRR22983474/SRR22983474.lite.1,SRX18939512,arc000399,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415920,PRJNA917836,,917836,SRS16364735,SAMN32553076,simple,9606,Homo sapiens,arc000399,,,,,male,,no,,,,,ARCENSUS,SRA1568904,,public,8055025DC6113EFF715CC5001ECBE337,DACCC53986C7F89FA0E5FA18061B8B13
SRR22983460,2023-01-05 07:24:51,2023-01-05 07:22:55,23503548,7094907684,23503548,301,2182,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR022/22983/SRR22983460/SRR22983460.lite.1,SRX18939526,arc000042,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415920,PRJNA917836,,917836,SRS16364749,SAMN32552719,simple,9606,Homo sapiens,arc000042,,,,,male,,no,,,,,ARCENSUS,SRA1568904,,public,3E7C162CB4D93027316898AF9E79D264,5BE4AD11CB53ACB7EA329452C7615B13
SRR22983470,2023-01-05 07:19:54,2023-01-05 07:17:39,14335758,4326330000,14335758,301,1381,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR022/22983/SRR22983470/SRR22983470.lite.1,SRX18939516,arc000401,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415920,PRJNA917836,,917836,SRS16364739,SAMN32553078,simple,9606,Homo sapiens,arc000401,,,,,male,,no,,,,,ARCENSUS,SRA1568904,,public,C8B13DADFEEC8E4383002CF8B929F33C,EDAC7C2E86FCA8C059D9C8D9F10BAB07
SRR22983469,2023-01-05 07:40:38,2023-01-05 07:38:28,19369194,5838432752,19369194,301,1825,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR022/22983/SRR22983469/SRR22983469.lite.1,SRX18939517,arc000402,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415920,PRJNA917836,,917836,SRS16364740,SAMN32553079,simple,9606,Homo sapiens,arc000402,,,,,male,,no,,,,,ARCENSUS,SRA1568904,,public,D6BA81A3D1468859778821075D7DD5F6,519DCC894E172D2A09D42375E41D6C04
SRR22983464,2023-01-05 07:22:17,2023-01-05 07:20:30,25157465,7584010728,25157465,301,2320,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR022/22983/SRR22983464/SRR22983464.lite.1,SRX18939522,arc000407,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415920,PRJNA917836,,917836,SRS16364745,SAMN32553084,simple,9606,Homo sapiens,arc000407,,,,,female,,no,,,,,ARCENSUS,SRA1568904,,public,C50B95D9A7A95C12EE25E27D9AB9D422,4E6835C784AA9FFC2811D69ADFFB67F7
SRR22983452,2023-01-05 08:57:08,2023-01-05 08:28:29,130086862,39250088526,130086862,301,13219,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR022/22983/SRR22983452/SRR22983452.lite.1,SRX18939534,arc000418,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415920,PRJNA917836,,917836,SRS16364758,SAMN32553095,simple,9606,Homo sapiens,arc000418,,,,,female,,no,,,,,ARCENSUS,SRA1568904,,public,3AAC94B561317D7A4718DDA9C5826F28,55023A4ECC90B62DF364DE6D5977C683
SRR22983446,2023-01-05 08:26:53,2023-01-05 08:20:47,124164444,37486911480,124164444,301,11609,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR022/22983/SRR22983446/SRR22983446.lite.1,SRX18939540,arc000053,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415920,PRJNA917836,,917836,SRS16364763,SAMN32552730,simple,9606,Homo sapiens,arc000053,,,,,male,,no,,,,,ARCENSUS,SRA1568904,,public,8512975FDC0A9A80689D4B32493F1386,FD82657301510CF0D666862F91ED8028
SRR22983450,2023-01-05 07:18:00,2023-01-05 07:14:55,15728630,4718589000,15728630,300,1486,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR022/22983/SRR22983450/SRR22983450.lite.1,SRX18939536,arc000420,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415920,PRJNA917836,,917836,SRS16364759,SAMN32553097,simple,9606,Homo sapiens,arc000420,,,,,female,,no,,,,,ARCENSUS,SRA1568904,,public,31DB0651AB72732F18623893A6E0D6B0,E3F057C06CB7AA16F31BC7DD0CEA80F6
SRR22983444,2023-01-05 07:40:38,2023-01-05 07:34:09,44283007,13362212712,44283007,301,4279,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR022/22983/SRR22983444/SRR22983444.lite.1,SRX18939542,arc000522,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415920,PRJNA917836,,917836,SRS16364765,SAMN32553199,simple,9606,Homo sapiens,arc000522,,,,,male,,no,,,,,ARCENSUS,SRA1568904,,public,B4E2A7D6FAF620C7E52BEA37D7DD96E9,31E9C1CB0B197E99938FBCEEE37B5EB0
SRR22983442,2023-01-05 08:57:08,2023-01-05 08:25:46,166160149,50097519410,166160149,301,16054,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR022/22983/SRR22983442/SRR22983442.lite.1,SRX18939544,arc000524,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415920,PRJNA917836,,917836,SRS16364767,SAMN32553201,simple,9606,Homo sapiens,arc000524,,,,,male,,no,,,,,ARCENSUS,SRA1568904,,public,561823B52A8F8C90793130E10B9D1BA1,4BE0F6BBB80A212001AEDB74C8795222
SRR22983437,2023-01-05 08:12:32,2023-01-05 07:54:46,78046210,23558109182,78046210,301,7522,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR022/22983/SRR22983437/SRR22983437.lite.1,SRX18939549,arc000529,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415920,PRJNA917836,,917836,SRS16364772,SAMN32553206,simple,9606,Homo sapiens,arc000529,,,,,female,,no,,,,,ARCENSUS,SRA1568904,,public,0A1516992A6EFB05D6A829E8E0CE6B25,A066F4420B93AFE58B544F0C42FE0BEC
SRR22983434,2023-01-05 10:04:00,2023-01-05 08:45:27,156676538,47300845878,156676538,301,15249,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR022/22983/SRR22983434/SRR22983434.lite.1,SRX18939552,arc000531,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415920,PRJNA917836,,917836,SRS16364774,SAMN32553208,simple,9606,Homo sapiens,arc000531,,,,,male,,no,,,,,ARCENSUS,SRA1568904,,public,E3CA6B797283E4EFBF6561786ED17D29,2B95BC9A7E4A52C83B4D221880F8ACBF
SRR22983433,2023-01-05 07:23:50,2023-01-05 07:21:34,37899015,11369704500,37899015,300,3577,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR022/22983/SRR22983433/SRR22983433.lite.1,SRX18939553,arc000532,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415920,PRJNA917836,,917836,SRS16364776,SAMN32553209,simple,9606,Homo sapiens,arc000532,,,,,female,,no,,,,,ARCENSUS,SRA1568904,,public,8A6D4560BEEC06E1187494C78CCBF95B,2FA0485B1027CEC6DEB7E4F5F8365A31
SRR22983432,2023-01-05 07:27:36,2023-01-05 07:25:42,43695446,13108633800,43695446,300,4096,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR022/22983/SRR22983432/SRR22983432.lite.1,SRX18939554,arc000533,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415920,PRJNA917836,,917836,SRS16364777,SAMN32553210,simple,9606,Homo sapiens,arc000533,,,,,male,,no,,,,,ARCENSUS,SRA1568904,,public,8D6CEC37DE213604261C53D740162891,C792193D83B7F951C625DF1941C67FE5
SRR22983430,2023-01-05 10:04:00,2023-01-05 09:24:42,215045153,64900249452,215045153,301,20635,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR022/22983/SRR22983430/SRR22983430.lite.1,SRX18939556,arc000535,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415920,PRJNA917836,,917836,SRS16364779,SAMN32553212,simple,9606,Homo sapiens,arc000535,,,,,female,,no,,,,,ARCENSUS,SRA1568904,,public,A6DEC4B21DDDEFBD09A4C19B99E29B4B,2C1469ABBD0F1416E9C9B68E17BF820D
SRR22983425,2023-01-05 07:40:38,2023-01-05 07:31:37,25084246,7564048550,25084246,301,2344,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR022/22983/SRR22983425/SRR22983425.lite.1,SRX18939561,arc000540,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415920,PRJNA917836,,917836,SRS16364784,SAMN32553217,simple,9606,Homo sapiens,arc000540,,,,,female,,no,,,,,ARCENSUS,SRA1568904,,public,423278A766FD7A2DA006A6F4C4D60437,5133749C8FD8B0D16389F7FCD764D8EC
SRR22983405,2023-01-05 08:00:57,2023-01-05 07:54:30,86587128,26138743248,86587128,301,8000,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR022/22983/SRR22983405/SRR22983405.lite.1,SRX18939581,arc000060,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415920,PRJNA917836,,917836,SRS16364804,SAMN32552737,simple,9606,Homo sapiens,arc000060,,,,,male,,no,,,,,ARCENSUS,SRA1568904,,public,57274C6E422066EBFA80CC11216344FF,5A96A5C91B227D8F11C4B15AAE1595AD
SRR22983415,2023-01-05 10:04:00,2023-01-05 09:06:26,245786864,74183175826,245786864,301,23364,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR022/22983/SRR22983415/SRR22983415.lite.1,SRX18939571,arc000549,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415920,PRJNA917836,,917836,SRS16364794,SAMN32553226,simple,9606,Homo sapiens,arc000549,,,,,female,,no,,,,,ARCENSUS,SRA1568904,,public,B1C7DF887C64A9613C029C4418D41EE4,0FF44CE3C0A7DF130C1B38FA901161B5
SRR22983411,2023-01-05 08:12:32,2023-01-05 08:01:11,102516637,30938312412,102516637,301,9552,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR022/22983/SRR22983411/SRR22983411.lite.1,SRX18939575,arc000552,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415920,PRJNA917836,,917836,SRS16364798,SAMN32553229,simple,9606,Homo sapiens,arc000552,,,,,female,,no,,,,,ARCENSUS,SRA1568904,,public,8998F0473699C1C31FDFED7498F9CE32,FB83F21C893C4A882451D8E29A240706
SRR22983408,2023-01-05 07:51:14,2023-01-05 07:42:58,127735078,38320523400,127735078,300,12114,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR022/22983/SRR22983408/SRR22983408.lite.1,SRX18939578,arc000588,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415920,PRJNA917836,,917836,SRS16364801,SAMN32553265,simple,9606,Homo sapiens,arc000588,,,,,male,,no,,,,,ARCENSUS,SRA1568904,,public,F42C4744F9B82DEA6DACD17AE71FEDF1,FA86382D0BAC600CAA4EF0BE6B40AD65
SRR22983404,2023-01-05 07:40:38,2023-01-05 07:34:46,50689630,15206889000,50689630,300,4789,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR022/22983/SRR22983404/SRR22983404.lite.1,SRX18939582,arc000591,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415920,PRJNA917836,,917836,SRS16364805,SAMN32553268,simple,9606,Homo sapiens,arc000591,,,,,male,,no,,,,,ARCENSUS,SRA1568904,,public,068AC8D87D231053AAAEB801DD3D4E21,36BDB901256FD7FEBCAADE6C2049F774
SRR22983399,2023-01-05 08:14:39,2023-01-05 08:01:58,132176610,39652983000,132176610,300,12311,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR022/22983/SRR22983399/SRR22983399.lite.1,SRX18939587,arc000596,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415920,PRJNA917836,,917836,SRS16364810,SAMN32553273,simple,9606,Homo sapiens,arc000596,,,,,female,,no,,,,,ARCENSUS,SRA1568904,,public,C79DF2CEB5D9720BABF751C2F8C6FF24,C68881BF80CFD1FA722D885F026EC7AB
SRR22983390,2023-01-05 07:43:16,2023-01-05 07:37:21,85187456,25556236800,85187456,300,7969,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR022/22983/SRR22983390/SRR22983390.lite.1,SRX18939596,arc000603,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415920,PRJNA917836,,917836,SRS16364818,SAMN32553280,simple,9606,Homo sapiens,arc000603,,,,,female,,no,,,,,ARCENSUS,SRA1568904,,public,4FFD4AF8ACD2BA3DDBCB4CBB3E9BD17D,8B90E8BA0BAB053027BD4337050CB772
SRR22983384,2023-01-05 07:57:31,2023-01-05 07:51:43,144568816,43370644800,144568816,300,13588,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR022/22983/SRR22983384/SRR22983384.lite.1,SRX18939602,arc000609,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415920,PRJNA917836,,917836,SRS16364825,SAMN32553286,simple,9606,Homo sapiens,arc000609,,,,,male,,no,,,,,ARCENSUS,SRA1568904,,public,8BA90DD3F5F62EB39BF4D7D092D431C5,61B649124DA4C829868FAFFD18C146FE
SRR22983380,2023-01-05 07:40:38,2023-01-05 07:32:21,61908304,18572491200,61908304,300,5834,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR022/22983/SRR22983380/SRR22983380.lite.1,SRX18939606,arc000612,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415920,PRJNA917836,,917836,SRS16364829,SAMN32553289,simple,9606,Homo sapiens,arc000612,,,,,female,,no,,,,,ARCENSUS,SRA1568904,,public,9884267B9BA0CB6D9479A7357D38D375,4AB08F08472B67A705B6B9F4A7F3F7B3
SRR22983379,2023-01-05 07:18:20,2023-01-05 07:16:36,17359385,5207815500,17359385,300,1648,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR022/22983/SRR22983379/SRR22983379.lite.1,SRX18939607,arc000613,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415920,PRJNA917836,,917836,SRS16364830,SAMN32553290,simple,9606,Homo sapiens,arc000613,,,,,female,,no,,,,,ARCENSUS,SRA1568904,,public,AB96E39B5D59C066E7212E2AA020E974,E4DEF82FD0A9E9B34094EAAAE80AACBC
SRR22983370,2023-01-05 08:15:33,2023-01-05 08:10:07,65229562,19691946558,65229562,301,6160,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR022/22983/SRR22983370/SRR22983370.lite.1,SRX18939616,arc000096,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415920,PRJNA917836,,917836,SRS16364838,SAMN32552773,simple,9606,Homo sapiens,arc000096,,,,,male,,no,,,,,ARCENSUS,SRA1568904,,public,95E6E9B4C914CA5E90F1EA3C2A84F877,7D47564FAF8AF3CAB8201AE01CE9522E
SRR22983364,2023-01-05 07:22:17,2023-01-05 07:20:27,19094159,5762376422,19094159,301,1795,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR022/22983/SRR22983364/SRR22983364.lite.1,SRX18939622,arc000132,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415920,PRJNA917836,,917836,SRS16364845,SAMN32552809,simple,9606,Homo sapiens,arc000132,,,,,male,,no,,,,,ARCENSUS,SRA1568904,,public,FFE4C5F4508B8F1410E0252C4EBCB613,061DD72A673F1FC582F46C9CF48D7F1F
SRR22983363,2023-01-05 07:23:50,2023-01-05 07:22:12,14103445,4256717216,14103445,301,1302,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR022/22983/SRR22983363/SRR22983363.lite.1,SRX18939623,arc000133,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415920,PRJNA917836,,917836,SRS16364846,SAMN32552810,simple,9606,Homo sapiens,arc000133,,,,,male,,no,,,,,ARCENSUS,SRA1568904,,public,ABE335B9747B9B05961CFA867012481A,A1B4DED0AE474318D0A7412691CC08F7
SRR22983361,2023-01-05 07:51:14,2023-01-05 07:43:29,91397733,27587668844,91397733,301,7977,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR022/22983/SRR22983361/SRR22983361.lite.1,SRX18939625,arc000135,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415920,PRJNA917836,,917836,SRS16364848,SAMN32552812,simple,9606,Homo sapiens,arc000135,,,,,female,,no,,,,,ARCENSUS,SRA1568904,,public,B26A1819F242FD8905CF9B2DE24582B5,AEB60389C48B8CDD8F418344C93B36CA
SRR22983377,2023-01-05 07:28:18,2023-01-05 07:25:53,56143224,16842967200,56143224,300,5405,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR022/22983/SRR22983377/SRR22983377.lite.1,SRX18939609,arc000615,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415920,PRJNA917836,,917836,SRS16364832,SAMN32553292,simple,9606,Homo sapiens,arc000615,,,,,male,,no,,,,,ARCENSUS,SRA1568904,,public,6CEE56176B16DB7E468B04E3939F3FC3,DDAA25322BEA53F477263B99AB615BF7
SRR22983333,2023-01-05 07:18:00,2023-01-05 07:12:47,6257046,1883464130,6257046,301,608,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR022/22983/SRR22983333/SRR22983333.lite.1,SRX18939653,arc000017,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415920,PRJNA917836,,917836,SRS16364876,SAMN32552694,simple,9606,Homo sapiens,arc000017,,,,,male,,no,,,,,ARCENSUS,SRA1568904,,public,263F06FDB5ED1A018DE7923CD6DAE784,97417BBC0C39738A852D7D6FF20792C7
SRR22983354,2023-01-05 07:26:44,2023-01-05 07:23:18,31056016,9372598378,31056016,301,2769,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR022/22983/SRR22983354/SRR22983354.lite.1,SRX18939632,arc000141,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415920,PRJNA917836,,917836,SRS16364855,SAMN32552818,simple,9606,Homo sapiens,arc000141,,,,,male,,no,,,,,ARCENSUS,SRA1568904,,public,FF81BDC6CE48746BC9A9C87A63D534BB,3035B5CC3D8B7489B7BD38B6EDC9B43A
SRR22983341,2023-01-05 08:00:57,2023-01-05 07:56:48,63783440,19253385258,63783440,301,5543,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR022/22983/SRR22983341/SRR22983341.lite.1,SRX18939645,arc000153,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415920,PRJNA917836,,917836,SRS16364868,SAMN32552830,simple,9606,Homo sapiens,arc000153,,,,,female,,no,,,,,ARCENSUS,SRA1568904,,public,9E47C3EB30DFDD62C90A7263D7B14AC8,C326F59751180B46764E157B7004E15D
SRR22983340,2023-01-05 10:04:00,2023-01-05 08:47:56,149509919,45124778678,149509919,301,13461,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR022/22983/SRR22983340/SRR22983340.lite.1,SRX18939646,arc000154,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415920,PRJNA917836,,917836,SRS16364869,SAMN32552831,simple,9606,Homo sapiens,arc000154,,,,,female,,no,,,,,ARCENSUS,SRA1568904,,public,1C23C0BB19457FC84FC88FEF01399124,F2E4E41CDB05F1EBAEBE2C6F792E90C9
SRR22983334,2023-01-05 08:26:53,2023-01-05 08:19:20,122858144,37093247550,122858144,301,11337,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR022/22983/SRR22983334/SRR22983334.lite.1,SRX18939652,arc000160,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415920,PRJNA917836,,917836,SRS16364875,SAMN32552837,simple,9606,Homo sapiens,arc000160,,,,,female,,no,,,,,ARCENSUS,SRA1568904,,public,D18362D2F96BD284BE09B69B302266B5,B32EC0F185C7C243D1FC8D12F6DD5B20
SRR22983331,2023-01-05 08:57:08,2023-01-05 08:27:52,160304281,48396363552,160304281,301,14292,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR022/22983/SRR22983331/SRR22983331.lite.1,SRX18939655,arc000162,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415920,PRJNA917836,,917836,SRS16364878,SAMN32552839,simple,9606,Homo sapiens,arc000162,,,,,female,,no,,,,,ARCENSUS,SRA1568904,,public,E5DBCB3451CDAD9516B950C6BBD0EC95,98D0C0B396CCD41CCA852EE6616B2B7B
SRR22983330,2023-01-05 10:04:00,2023-01-05 08:45:12,148211841,44749724230,148211841,301,13567,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR022/22983/SRR22983330/SRR22983330.lite.1,SRX18939656,arc000163,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415920,PRJNA917836,,917836,SRS16364879,SAMN32552840,simple,9606,Homo sapiens,arc000163,,,,,female,,no,,,,,ARCENSUS,SRA1568904,,public,8DB6E4785ED4A24DAB749CCAD80240BA,ACF5BE4717343D9E9BA6967CF361E69F
SRR22983329,2023-01-05 07:51:14,2023-01-05 07:46:30,62057054,18726368356,62057054,301,5723,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR022/22983/SRR22983329/SRR22983329.lite.1,SRX18939657,arc000229,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415920,PRJNA917836,,917836,SRS16364880,SAMN32552906,simple,9606,Homo sapiens,arc000229,,,,,female,,no,,,,,ARCENSUS,SRA1568904,,public,DD9C73A3DE557C48C500F8F8C0C302BF,E318A359334265A44771F5C7FDAA9D3F
SRR22983328,2023-01-05 08:14:39,2023-01-05 08:02:40,64701208,19526786526,64701208,301,5854,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR022/22983/SRR22983328/SRR22983328.lite.1,SRX18939658,arc000230,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415920,PRJNA917836,,917836,SRS16364881,SAMN32552907,simple,9606,Homo sapiens,arc000230,,,,,male,,no,,,,,ARCENSUS,SRA1568904,,public,6431F796DFFD4981FF4466CE1ABFDEAB,26AB0C1C1A702928F9C599F5ED135538
SRR22983325,2023-01-05 07:18:00,2023-01-05 07:14:43,9064145,2730963990,9064145,301,912,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR022/22983/SRR22983325/SRR22983325.lite.1,SRX18939661,arc000232,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415920,PRJNA917836,,917836,SRS16364884,SAMN32552909,simple,9606,Homo sapiens,arc000232,,,,,male,,no,,,,,ARCENSUS,SRA1568904,,public,14D0EBB5F968A47C540C326C61CFB3EE,0C7D37B0D1B4764D13767215889C6D67
SRR22983313,2023-01-05 07:26:44,2023-01-05 07:23:22,27572816,8305265734,27572816,301,2533,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR022/22983/SRR22983313/SRR22983313.lite.1,SRX18939673,arc000243,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415920,PRJNA917836,,917836,SRS16364895,SAMN32552920,simple,9606,Homo sapiens,arc000243,,,,,male,,no,,,,,ARCENSUS,SRA1568904,,public,FE628DB67EDF7F90BB327613DCE216D2,7E2A57A769DC95EE914BDE338444A127
SRR22983310,2023-01-05 07:40:38,2023-01-05 07:32:12,40764086,12292510504,40764086,301,3710,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR022/22983/SRR22983310/SRR22983310.lite.1,SRX18939676,arc000246,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP415920,PRJNA917836,,917836,SRS16364898,SAMN32552923,simple,9606,Homo sapiens,arc000246,,,,,female,,no,,,,,ARCENSUS,SRA1568904,,public,8239F2C9BF44D634CF20C0EB97CCBBE3,B0E2FA2372EC03E1856CD2685767C29C
